id	q	if_unit_in_q	other_unit_matches_better	noun_in_q	other_noun_matches_better	num_max_matches	num_quantities	relevance
10014	10.0	True	False	False	False	3	5	True
10014	25.0	True	False	False	False	3	5	True
10014	10.0	False	True	False	False	3	5	False
10014	25.0	False	True	False	False	3	5	True
10014	4.0	True	False	False	False	3	5	True
10014	10.0	True	False	False	False	3	5	True
10014	25.0	True	False	False	False	3	5	True
10014	10.0	False	True	False	False	3	5	False
10014	25.0	False	True	False	False	3	5	True
10014	4.0	True	False	False	False	3	5	True
10014	10.0	True	False	False	False	3	5	True
10014	25.0	True	False	False	False	3	5	True
10014	10.0	False	True	False	False	3	5	False
10014	25.0	False	True	False	False	3	5	True
10014	4.0	True	False	False	False	3	5	True
10014	10.0	True	False	False	False	3	5	True
10014	25.0	True	False	False	False	3	5	True
10014	10.0	False	True	False	False	3	5	False
10014	25.0	False	True	False	False	3	5	True
10014	4.0	True	False	False	False	3	5	True
10014	10.0	True	False	False	False	3	5	True
10014	25.0	True	False	False	False	3	5	True
10014	10.0	False	True	False	False	3	5	False
10014	25.0	False	True	False	False	3	5	True
10014	4.0	True	False	False	False	3	5	True
10014	10.0	True	False	False	False	3	5	True
10014	25.0	True	False	False	False	3	5	True
10014	10.0	False	True	False	False	3	5	False
10014	25.0	False	True	False	False	3	5	True
10014	4.0	True	False	False	False	3	5	True
10014	10.0	True	False	False	False	3	5	True
10014	25.0	True	False	False	False	3	5	True
10014	10.0	False	True	False	False	3	5	False
10014	25.0	False	True	False	False	3	5	True
10014	4.0	True	False	False	False	3	5	True
10014	10.0	True	False	False	False	3	5	True
10014	25.0	True	False	False	False	3	5	True
10014	10.0	False	True	False	False	3	5	False
10014	25.0	False	True	False	False	3	5	True
10014	4.0	True	False	False	False	3	5	True
10014	10.0	True	False	False	False	3	5	True
10014	25.0	True	False	False	False	3	5	True
10014	10.0	False	True	False	False	3	5	False
10014	25.0	False	True	False	False	3	5	True
10014	4.0	True	False	False	False	3	5	True
10014	10.0	True	False	False	False	3	5	True
10014	25.0	True	False	False	False	3	5	True
10014	10.0	False	True	False	False	3	5	False
10014	25.0	False	True	False	False	3	5	True
10014	4.0	True	False	False	False	3	5	True
10014	10.0	True	False	False	False	3	5	True
10014	25.0	True	False	False	False	3	5	True
10014	10.0	False	True	False	False	3	5	False
10014	25.0	False	True	False	False	3	5	True
10014	4.0	True	False	False	False	3	5	True
10014	10.0	True	False	False	False	3	5	True
10014	25.0	True	False	False	False	3	5	True
10014	10.0	False	True	False	False	3	5	False
10014	25.0	False	True	False	False	3	5	True
10014	4.0	True	False	False	False	3	5	True
10014	10.0	True	False	False	False	3	5	True
10014	25.0	True	False	False	False	3	5	True
10014	10.0	False	True	False	False	3	5	False
10014	25.0	False	True	False	False	3	5	True
10014	4.0	True	False	False	False	3	5	True
10014	10.0	True	False	False	False	3	5	True
10014	25.0	True	False	False	False	3	5	True
10014	10.0	False	True	False	False	3	5	False
10014	25.0	False	True	False	False	3	5	True
10014	4.0	True	False	False	False	3	5	True
10014	10.0	True	False	False	False	3	5	True
10014	25.0	True	False	False	False	3	5	True
10014	10.0	False	True	False	False	3	5	False
10014	25.0	False	True	False	False	3	5	True
10014	4.0	True	False	False	False	3	5	True
10014	10.0	True	False	False	False	3	5	False
10014	25.0	True	False	False	False	3	5	True
10014	10.0	False	True	False	False	3	5	True
10014	25.0	False	True	False	False	3	5	True
10014	4.0	True	False	False	False	3	5	True
10014	10.0	True	False	False	False	3	5	False
10014	25.0	True	False	False	False	3	5	True
10014	10.0	False	True	False	False	3	5	True
10014	25.0	False	True	False	False	3	5	True
10014	4.0	True	False	False	False	3	5	True
10014	10.0	True	False	False	False	3	5	False
10014	25.0	True	False	False	False	3	5	True
10014	10.0	False	True	False	False	3	5	True
10014	25.0	False	True	False	False	3	5	True
10014	4.0	True	False	False	False	3	5	True
10014	10.0	True	False	False	False	3	5	False
10014	25.0	True	False	False	False	3	5	True
10014	10.0	False	True	False	False	3	5	True
10014	25.0	False	True	False	False	3	5	True
10014	4.0	True	False	False	False	3	5	True
10014	10.0	True	False	False	False	3	5	False
10014	25.0	True	False	False	False	3	5	True
10014	10.0	False	True	False	False	3	5	True
10014	25.0	False	True	False	False	3	5	True
10014	4.0	True	False	False	False	3	5	True
10014	10.0	True	False	False	False	3	5	False
10014	25.0	True	False	False	False	3	5	True
10014	10.0	False	True	False	False	3	5	True
10014	25.0	False	True	False	False	3	5	True
10014	4.0	True	False	False	False	3	5	True
10014	10.0	True	False	False	False	3	5	False
10014	25.0	True	False	False	False	3	5	True
10014	10.0	False	True	False	False	3	5	True
10014	25.0	False	True	False	False	3	5	True
10014	4.0	True	False	False	False	3	5	True
10014	10.0	True	False	False	False	3	5	False
10014	25.0	True	False	False	False	3	5	True
10014	10.0	False	True	False	False	3	5	True
10014	25.0	False	True	False	False	3	5	True
10014	4.0	True	False	False	False	3	5	True
10014	10.0	True	False	False	False	3	5	False
10014	25.0	True	False	False	False	3	5	True
10014	10.0	False	True	False	False	3	5	True
10014	25.0	False	True	False	False	3	5	True
10014	4.0	True	False	False	False	3	5	True
10014	10.0	True	False	False	False	3	5	False
10014	25.0	True	False	False	False	3	5	True
10014	10.0	False	True	False	False	3	5	True
10014	25.0	False	True	False	False	3	5	True
10014	4.0	True	False	False	False	3	5	True
10014	10.0	True	False	False	False	3	5	False
10014	25.0	True	False	False	False	3	5	True
10014	10.0	False	True	False	False	3	5	True
10014	25.0	False	True	False	False	3	5	True
10014	4.0	True	False	False	False	3	5	True
10014	10.0	True	False	False	False	3	5	False
10014	25.0	True	False	False	False	3	5	True
10014	10.0	False	True	False	False	3	5	True
10014	25.0	False	True	False	False	3	5	True
10014	4.0	True	False	False	False	3	5	True
10014	10.0	True	False	False	False	3	5	False
10014	25.0	True	False	False	False	3	5	True
10014	10.0	False	True	False	False	3	5	True
10014	25.0	False	True	False	False	3	5	True
10014	4.0	True	False	False	False	3	5	True
10014	10.0	True	False	False	False	3	5	False
10014	25.0	True	False	False	False	3	5	True
10014	10.0	False	True	False	False	3	5	True
10014	25.0	False	True	False	False	3	5	True
10014	4.0	True	False	False	False	3	5	True
10014	10.0	True	False	False	False	3	5	False
10014	25.0	True	False	False	False	3	5	True
10014	10.0	False	True	False	False	3	5	True
10014	25.0	False	True	False	False	3	5	True
10014	4.0	True	False	False	False	3	5	True
10046	4.0	True	False	False	False	1	5	True
10046	0.1	True	True	False	False	1	5	True
10046	0.5	True	True	False	False	1	5	True
10046	0.25	True	True	False	False	1	5	True
10046	30.0	True	True	False	False	1	5	True
10046	4.0	True	False	False	False	1	5	True
10046	0.1	True	True	False	False	1	5	True
10046	0.5	True	True	False	False	1	5	True
10046	0.25	True	True	False	False	1	5	True
10046	30.0	True	True	False	False	1	5	True
10046	4.0	True	False	False	False	1	5	True
10046	0.1	True	True	False	False	1	5	True
10046	0.5	True	True	False	False	1	5	True
10046	0.25	True	True	False	False	1	5	True
10046	30.0	True	True	False	False	1	5	True
10046	4.0	True	False	False	False	1	5	True
10046	0.1	True	True	False	False	1	5	True
10046	0.5	True	True	False	False	1	5	True
10046	0.25	True	True	False	False	1	5	True
10046	30.0	True	True	False	False	1	5	True
10046	4.0	True	False	False	False	1	5	True
10046	0.1	True	True	False	False	1	5	True
10046	0.5	True	True	False	False	1	5	True
10046	0.25	True	True	False	False	1	5	True
10046	30.0	True	True	False	False	1	5	True
10046	4.0	True	False	False	False	1	5	True
10046	0.1	True	True	False	False	1	5	True
10046	0.5	True	True	False	False	1	5	True
10046	0.25	True	True	False	False	1	5	True
10046	30.0	True	True	False	False	1	5	True
10046	4.0	True	False	False	False	1	5	True
10046	0.1	True	True	False	False	1	5	True
10046	0.5	True	True	False	False	1	5	True
10046	0.25	True	True	False	False	1	5	True
10046	30.0	True	True	False	False	1	5	True
10046	4.0	True	False	False	False	1	5	True
10046	0.1	True	True	False	False	1	5	True
10046	0.5	True	True	False	False	1	5	True
10046	0.25	True	True	False	False	1	5	True
10046	30.0	True	True	False	False	1	5	True
10046	4.0	True	False	False	False	1	5	True
10046	0.1	True	True	False	False	1	5	True
10046	0.5	True	True	False	False	1	5	True
10046	0.25	True	True	False	False	1	5	True
10046	30.0	True	True	False	False	1	5	True
10046	4.0	True	False	False	False	1	5	True
10046	0.1	True	True	False	False	1	5	True
10046	0.5	True	True	False	False	1	5	True
10046	0.25	True	True	False	False	1	5	True
10046	30.0	True	True	False	False	1	5	True
10046	4.0	True	False	False	False	1	5	True
10046	0.1	True	True	False	False	1	5	True
10046	0.5	True	True	False	False	1	5	True
10046	0.25	True	True	False	False	1	5	True
10046	30.0	True	True	False	False	1	5	True
10046	4.0	True	False	False	False	1	5	True
10046	0.1	True	True	False	False	1	5	True
10046	0.5	True	True	False	False	1	5	True
10046	0.25	True	True	False	False	1	5	True
10046	30.0	True	True	False	False	1	5	True
10046	4.0	True	False	False	False	1	5	True
10046	0.1	True	True	False	False	1	5	True
10046	0.5	True	True	False	False	1	5	True
10046	0.25	True	True	False	False	1	5	True
10046	30.0	True	True	False	False	1	5	True
10046	4.0	True	False	False	False	1	5	True
10046	0.1	True	True	False	False	1	5	True
10046	0.5	True	True	False	False	1	5	True
10046	0.25	True	True	False	False	1	5	True
10046	30.0	True	True	False	False	1	5	True
10046	4.0	True	False	False	False	1	5	True
10046	0.1	True	True	False	False	1	5	True
10046	0.5	True	True	False	False	1	5	True
10046	0.25	True	True	False	False	1	5	True
10046	30.0	True	True	False	False	1	5	True
10046	4.0	True	False	False	False	1	5	True
10046	0.1	True	True	False	False	1	5	True
10046	0.5	True	True	False	False	1	5	True
10046	0.25	True	True	False	False	1	5	True
10046	30.0	True	True	False	False	1	5	True
10046	4.0	True	False	False	False	1	5	True
10046	0.1	True	True	False	False	1	5	True
10046	0.5	True	True	False	False	1	5	True
10046	0.25	True	True	False	False	1	5	True
10046	30.0	True	True	False	False	1	5	True
10046	4.0	True	False	False	False	1	5	True
10046	0.1	True	True	False	False	1	5	True
10046	0.5	True	True	False	False	1	5	True
10046	0.25	True	True	False	False	1	5	True
10046	30.0	True	True	False	False	1	5	True
10046	4.0	True	False	False	False	1	5	True
10046	0.1	True	True	False	False	1	5	True
10046	0.5	True	True	False	False	1	5	True
10046	0.25	True	True	False	False	1	5	True
10046	30.0	True	True	False	False	1	5	True
10046	4.0	True	False	False	False	1	5	True
10046	0.1	True	True	False	False	1	5	True
10046	0.5	True	True	False	False	1	5	True
10046	0.25	True	True	False	False	1	5	True
10046	30.0	True	True	False	False	1	5	True
10046	4.0	True	False	False	False	1	5	True
10046	0.1	True	True	False	False	1	5	True
10046	0.5	True	True	False	False	1	5	True
10046	0.25	True	True	False	False	1	5	True
10046	30.0	True	True	False	False	1	5	True
10046	4.0	True	False	False	False	1	5	True
10046	0.1	True	True	False	False	1	5	True
10046	0.5	True	True	False	False	1	5	True
10046	0.25	True	True	False	False	1	5	True
10046	30.0	True	True	False	False	1	5	True
10046	4.0	True	False	False	False	1	5	True
10046	0.1	True	True	False	False	1	5	True
10046	0.5	True	True	False	False	1	5	True
10046	0.25	True	True	False	False	1	5	True
10046	30.0	True	True	False	False	1	5	True
10046	4.0	True	False	False	False	1	5	True
10046	0.1	True	True	False	False	1	5	True
10046	0.5	True	True	False	False	1	5	True
10046	0.25	True	True	False	False	1	5	True
10046	30.0	True	True	False	False	1	5	True
10046	4.0	True	False	False	False	1	5	True
10046	0.1	True	True	False	False	1	5	True
10046	0.5	True	True	False	False	1	5	True
10046	0.25	True	True	False	False	1	5	True
10046	30.0	True	True	False	False	1	5	True
10046	4.0	True	False	False	False	1	5	True
10046	0.1	True	True	False	False	1	5	True
10046	0.5	True	True	False	False	1	5	True
10046	0.25	True	True	False	False	1	5	True
10046	30.0	True	True	False	False	1	5	True
10046	4.0	True	False	False	False	1	5	True
10046	0.1	True	True	False	False	1	5	True
10046	0.5	True	True	False	False	1	5	True
10046	0.25	True	True	False	False	1	5	True
10046	30.0	True	True	False	False	1	5	True
10046	4.0	True	False	False	False	1	5	True
10046	0.1	True	True	False	False	1	5	True
10046	0.5	True	True	False	False	1	5	True
10046	0.25	True	True	False	False	1	5	True
10046	30.0	True	True	False	False	1	5	True
10046	4.0	True	False	False	False	1	5	True
10046	0.1	True	True	False	False	1	5	True
10046	0.5	True	True	False	False	1	5	True
10046	0.25	True	True	False	False	1	5	True
10046	30.0	True	True	False	False	1	5	True
10046	4.0	True	False	False	False	1	5	True
10046	0.1	True	True	False	False	1	5	True
10046	0.5	True	True	False	False	1	5	True
10046	0.25	True	True	False	False	1	5	True
10046	30.0	True	True	False	False	1	5	True
10046	4.0	True	False	False	False	1	5	True
10046	0.1	True	True	False	False	1	5	True
10046	0.5	True	True	False	False	1	5	True
10046	0.25	True	True	False	False	1	5	True
10046	30.0	True	True	False	False	1	5	True
10046	4.0	True	False	False	False	1	5	True
10046	0.1	True	True	False	False	1	5	True
10046	0.5	True	True	False	False	1	5	True
10046	0.25	True	True	False	False	1	5	True
10046	30.0	True	True	False	False	1	5	True
10046	4.0	True	False	False	False	1	5	True
10046	0.1	True	True	False	False	1	5	True
10046	0.5	True	True	False	False	1	5	True
10046	0.25	True	True	False	False	1	5	True
10046	30.0	True	True	False	False	1	5	True
10046	4.0	True	False	False	False	1	5	True
10046	0.1	True	True	False	False	1	5	True
10046	0.5	True	True	False	False	1	5	True
10046	0.25	True	True	False	False	1	5	True
10046	30.0	True	True	False	False	1	5	True
10046	4.0	True	False	False	False	1	5	True
10046	0.1	True	True	False	False	1	5	True
10046	0.5	True	True	False	False	1	5	True
10046	0.25	True	True	False	False	1	5	True
10046	30.0	True	True	False	False	1	5	True
10046	4.0	True	False	False	False	1	5	True
10046	0.1	True	True	False	False	1	5	True
10046	0.5	True	True	False	False	1	5	True
10046	0.25	True	True	False	False	1	5	True
10046	30.0	True	True	False	False	1	5	True
10046	4.0	True	False	False	False	1	5	True
10046	0.1	True	True	False	False	1	5	True
10046	0.5	True	True	False	False	1	5	True
10046	0.25	True	True	False	False	1	5	True
10046	30.0	True	True	False	False	1	5	True
10046	4.0	True	False	False	False	1	5	True
10046	0.1	True	True	False	False	1	5	True
10046	0.5	True	True	False	False	1	5	True
10046	0.25	True	True	False	False	1	5	True
10046	30.0	True	True	False	False	1	5	True
10046	4.0	True	False	False	False	1	5	True
10046	0.1	True	True	False	False	1	5	True
10046	0.5	True	True	False	False	1	5	True
10046	0.25	True	True	False	False	1	5	True
10046	30.0	True	True	False	False	1	5	True
10046	4.0	True	False	False	False	1	5	True
10046	0.1	True	True	False	False	1	5	True
10046	0.5	True	True	False	False	1	5	True
10046	0.25	True	True	False	False	1	5	True
10046	30.0	True	True	False	False	1	5	True
10046	4.0	True	False	False	False	1	5	True
10046	0.1	True	True	False	False	1	5	True
10046	0.5	True	True	False	False	1	5	True
10046	0.25	True	True	False	False	1	5	True
10046	30.0	True	True	False	False	1	5	True
10046	4.0	True	False	False	False	1	5	True
10046	0.1	True	True	False	False	1	5	True
10046	0.5	True	True	False	False	1	5	True
10046	0.25	True	True	False	False	1	5	True
10046	30.0	True	True	False	False	1	5	True
10046	4.0	True	False	False	False	1	5	True
10046	0.1	True	True	False	False	1	5	True
10046	0.5	True	True	False	False	1	5	True
10046	0.25	True	True	False	False	1	5	True
10046	30.0	True	True	False	False	1	5	True
10046	4.0	True	False	False	False	1	5	True
10046	0.1	True	True	False	False	1	5	True
10046	0.5	True	True	False	False	1	5	True
10046	0.25	True	True	False	False	1	5	True
10046	30.0	True	True	False	False	1	5	True
10046	4.0	True	False	False	False	1	5	True
10046	0.1	True	True	False	False	1	5	True
10046	0.5	True	True	False	False	1	5	True
10046	0.25	True	True	False	False	1	5	True
10046	30.0	True	True	False	False	1	5	True
10046	4.0	True	False	False	False	1	5	True
10046	0.1	True	True	False	False	1	5	True
10046	0.5	True	True	False	False	1	5	True
10046	0.25	True	True	False	False	1	5	True
10046	30.0	True	True	False	False	1	5	True
10046	4.0	True	False	False	False	1	5	True
10046	0.1	True	True	False	False	1	5	True
10046	0.5	True	True	False	False	1	5	True
