id	q1	q2	verb1	verb2	if_rate1	if_rate2	same_verb	same_unit	which_unit_comp	is_greater	operation
10014	25.0	4.0	page	place	False	True	False	False	None	True
10014	10.0	25.0	page	page	False	False	True	True	None	False
10014	25.0	4.0	page	place	False	True	False	False	None	True
10014	25.0	4.0	page	place	False	True	False	False	None	True
10014	10.0	25.0	page	page	False	False	True	False	None	False
10014	10.0	4.0	page	place	False	True	False	False	2	True
10014	25.0	25.0	page	page	False	False	True	False	None	False
10014	25.0	25.0	page	page	False	False	True	False	None	False
10014	10.0	25.0	page	page	False	False	True	True	None	False
10014	10.0	25.0	page	page	False	False	True	False	None	False
10014	25.0	25.0	page	page	False	False	True	False	None	False
10014	10.0	4.0	page	place	False	True	False	False	2	True
10014	25.0	4.0	page	place	False	True	False	False	2	True
10014	10.0	25.0	page	page	False	False	True	False	None	False
10014	25.0	4.0	page	place	False	True	False	False	2	True
10014	25.0	4.0	page	place	False	True	False	False	2	True
10014	10.0	25.0	page	page	False	False	True	True	None	False
10014	10.0	4.0	page	place	False	True	False	False	2	True
10014	25.0	4.0	page	place	False	True	False	False	None	True
10014	25.0	10.0	page	include	False	False	False	False	None	True
10014	25.0	4.0	page	place	False	True	False	False	None	True
10014	25.0	4.0	page	place	False	True	False	False	None	True
10014	25.0	25.0	page	page	False	False	True	False	None	False
10014	25.0	4.0	page	place	False	True	False	False	2	True
10014	10.0	25.0	include	page	False	False	False	True	None	False
10014	10.0	25.0	include	page	False	False	False	True	None	False
10014	25.0	10.0	page	include	False	False	False	False	None	True
10014	25.0	25.0	page	page	False	False	True	False	None	False
10014	10.0	25.0	include	page	False	False	False	True	None	False
10014	25.0	4.0	page	place	False	True	False	False	2	True
10014	10.0	4.0	include	place	False	True	False	False	None	True
10014	25.0	25.0	page	page	False	False	True	False	None	False
10014	10.0	4.0	include	place	False	True	False	False	None	True
10014	10.0	4.0	include	place	False	True	False	False	None	True
10014	25.0	10.0	page	include	False	False	False	False	None	True
10014	25.0	4.0	page	place	False	True	False	False	2	True
10046	0.1	0.5	None	None	False	False	False	True	None	False
10046	0.25	30.0	None	remaining	False	False	False	False	None	False
10046	0.25	30.0	None	remaining	False	False	False	False	None	False
10046	0.5	0.25	None	None	False	False	False	False	None	True
10046	4.0	0.1	be	None	False	False	False	False	None	True
10046	0.5	0.25	None	None	False	False	False	False	None	True
10046	0.1	0.5	None	None	False	False	False	True	None	False
10046	0.1	0.5	None	None	False	False	False	True	None	False
10046	0.1	0.5	None	None	False	False	False	True	None	False
10046	4.0	0.5	be	None	False	False	False	False	None	True
10046	0.1	0.25	None	None	False	False	False	False	None	False
10046	4.0	0.5	be	None	False	False	False	False	None	True
10046	0.1	0.25	None	None	False	False	False	False	None	False
10046	4.0	0.25	be	None	False	False	False	False	None	True
10046	4.0	0.25	be	None	False	False	False	False	None	True
10046	0.1	0.5	None	None	False	False	False	True	None	False
10046	0.1	0.5	None	None	False	False	False	True	None	False
10046	4.0	30.0	be	remaining	False	False	False	False	None	False
10062	12.0	3.0	None	None	False	False	False	False	None	True
10132	25.0	6.0	employ	work	False	False	False	False	None	True
10132	25.0	6.0	employ	work	False	False	False	True	None	True
10145	100.0	2.4	represent	represent	False	False	True	False	None	True
10182	2.0	3.0	be	be	False	False	True	False	None	False
10183	0.33	0.17	grab	grab	False	False	True	True	None	True
10183	0.25	6.0	grab	get	False	False	False	False	None	False
10200	3.0	8.0	appear	appear	False	False	True	True	None	False
10230	15.0	3.0	have	remove	False	False	False	False	None	True
10230	15.0	3.0	have	remove	False	False	False	False	None	True
10230	15.0	3.0	have	remove	False	False	False	False	None	True
10230	15.0	5.0	have	remove	False	False	False	False	None	True
10230	15.0	3.0	have	remove	False	False	False	False	None	True
10230	15.0	5.0	have	remove	False	False	False	False	None	True
10321	6.0	2.0	enter	leave	False	False	False	True	None	True
10352	72.0	12.0	contain	paint	False	False	False	True	None	True
10365	75.0	2.0	have	make	False	False	False	False	None	True
10365	75.0	2.0	have	make	False	False	False	False	None	True
10365	120.0	75.0	have	have	False	False	True	False	None	True
10365	75.0	2.0	have	make	False	False	False	False	None	True
10365	120.0	2.0	have	make	False	False	False	False	None	True
10365	120.0	2.0	have	make	False	False	False	False	None	True
10365	75.0	75.0	have	have	False	False	True	False	None	False
